Maingroup;Subgroup;Subgroup Description;Article code;Color (remove ');Article Description;Sales price;Unit;Sub-Subgroup;TD AusAns;TD AbzBlr = width
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ001;;Bei Ma�en �ber 1000x2100 f�r jede 50 mm Breite und H�he AC 70 mm;85;St;oxi twra;Oxi twra 0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ002;;Bei Ma�en �ber 1000x2100 f�r jede 50 mm Breite und H�he;120;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ003;;Farbe beidseitig (Bikolor);0;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ004;;Bei Zweifl�geligen T�ren �ber 1400x2100 pro 50 mm Breit und H�he AC 70 mm;85;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ005;;Bei Zweifl�geligen T�ren �ber 1400x2100 pro 50 mm Breit und H�he;120;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ006;;3-Fach Automatikverrieglung;200;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ007;;beidseitig fl�gel�berdeckend AC 70 mm;640;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ008;;beidseitig fl�gel�berdeckend;640;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ009;;P2 - Verglasung f�r AC 70 mm;120;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ010;;Einbruchsicherer Profilzylinder Klasse C;88;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ011;;Obert�rschliesser;105;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ012;;E-�ffner;180;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ013;;T�rspion silber;21;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ014;;T�ren mit Edelstahrahmen;340;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ015;;Renolit Folien in Holzmaserung nur f�r Einlage-F�llungen und Modelle mit Edelstahlrahmen AC 70 mm und AC 77 mm;1050;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ017;;Bolzen mit Aushebelschutz                                                               (pro St�ck);35;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ018;;T�rfl�gel mit Trittschutz unten aus Edelstahl (H�he 10cm);130;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ019;;Dr�cker - Knauf mit Schild;60;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ020;;Stangengriff in der Mitte vertikal Richtung Mitte in der F�llunge montiert;200;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ021;;Stangengriff horizontal in der Mitte der F�llung montiert;200;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ022;;Seitenteil fest mit Ganzglas sandgestrahlt oder Ornament max 500-2100 mm AC 70 mm;780;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ023;;Seitenteil fest mit Ganzglas sandgestrahlt oder Ornament max 500-2100 mm;950;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ024;;2-teilige T�r (seitenteil Ganzglas)  Gesamtbreite bis zu 1400 mm AC 70 mm;1390;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ025;;2-teilige T�r (seitenteil Ganzglas)  Gesamtbreite bis zu 1400 mm AC 70 mm;1390;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ026;;Teilweise verdecktliegende T�rb�nder;260;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ027;;individuelles Projekt;130;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ028;;Profilzylinder mit Knauf vion innen;56;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ029;;Stahlapplikation;50;St;;0;0
AP;ACH;ALU AC-Therm HT Zubeh�r;ACHTZ030;;Stangengriff gerade oder gebogen 600 mm Edelstahl;220;St;;0;0
AP;AFP;Aufpreise;Montage Zusatzprofil;;;5;St;;0;0
AP;afs;Alu-Fensterb�nke;AFB050;R999;Alu-FB Ausladung 50 mm;18,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB050;;Alu-FB Ausladung 50 mm;8,9;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB050;DB;Alu-FB Ausladung 50 mm;12,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB050;EV1;Alu-FB Ausladung 50 mm;10,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB050;MB;Alu-FB Ausladung 50 mm;12,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB050;9016;Alu-FB Ausladung 50 mm;12,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB070;R999;Alu-FB Ausladung 70 mm;20,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB070;;Alu-FB Ausladung 70 mm;10;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB070;DB;Alu-FB Ausladung 70 mm;13,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB070;EV1;Alu-FB Ausladung 70 mm;12,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB070;MB;Alu-FB Ausladung 70 mm;13,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB070;9016;Alu-FB Ausladung 70 mm;13,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB090;R999;Alu-FB Ausladung 90 mm;25,6;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB090;;Alu-FB Ausladung 90 mm;12,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB090;DB;Alu-FB Ausladung 90 mm;17,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB090;EV1;Alu-FB Ausladung 90 mm;15,6;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB090;MB;Alu-FB Ausladung 90 mm;17,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB090;9016;Alu-FB Ausladung 90 mm;17,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB110;R999;Alu-FB Ausladung 110 mm;28;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB110;;Alu-FB Ausladung 110 mm;14,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB110;DB;Alu-FB Ausladung 110 mm;18,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB110;EV1;Alu-FB Ausladung 110 mm;17,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB110;MB;Alu-FB Ausladung 110 mm;18,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB110;9016;Alu-FB Ausladung 110 mm;18,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB130;R999;Alu-FB Ausladung 130 mm;31,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB130;;Alu-FB Ausladung 130 mm;15,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB130;DB;Alu-FB Ausladung 130 mm;20,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB130;EV1;Alu-FB Ausladung 130 mm;18,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB130;MB;Alu-FB Ausladung 130 mm;20,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB130;9016;Alu-FB Ausladung 130 mm;20,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB150;R999;Alu-FB Ausladung 150 mm;34,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB150;;Alu-FB Ausladung 150 mm;18,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB150;DB;Alu-FB Ausladung 150 mm;22,9;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB150;EV1;Alu-FB Ausladung 150 mm;21,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB150;MB;Alu-FB Ausladung 150 mm;22,9;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB150;9016;Alu-FB Ausladung 150 mm;22,9;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB165;R999;Alu-FB Ausladung 165 mm;37,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB165;;Alu-FB Ausladung 165 mm;20;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB165;DB;Alu-FB Ausladung 165 mm;24,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB165;EV1;Alu-FB Ausladung 165 mm;23,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB165;MB;Alu-FB Ausladung 165 mm;24,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB165;9016;Alu-FB Ausladung 165 mm;24,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB180;R999;Alu-FB Ausladung 180 mm;41,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB180;;Alu-FB Ausladung 180 mm;22,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB180;DB;Alu-FB Ausladung 180 mm;27,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB180;EV1;Alu-FB Ausladung 180 mm;26,6;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB180;MB;Alu-FB Ausladung 180 mm;27,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB180;9016;Alu-FB Ausladung 180 mm;27,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB195;R999;Alu-FB Ausladung 195 mm;44;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB195;;Alu-FB Ausladung 195 mm;23,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB195;DB;Alu-FB Ausladung 195 mm;29,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB195;EV1;Alu-FB Ausladung 195 mm;28,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB195;MB;Alu-FB Ausladung 195 mm;29,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB195;9016;Alu-FB Ausladung 195 mm;29,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB210;R999;Alu-FB Ausladung 210 mm;48,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB210;;Alu-FB Ausladung 210 mm;26,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB210;DB;Alu-FB Ausladung 210 mm;32,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB210;EV1;Alu-FB Ausladung 210 mm;30,6;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB210;MB;Alu-FB Ausladung 210 mm;32,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB210;9016;Alu-FB Ausladung 210 mm;32,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB225;R999;Alu-FB Ausladung 225 mm;54,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB225;;Alu-FB Ausladung 225 mm;30,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB225;DB;Alu-FB Ausladung 225 mm;36,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB225;EV1;Alu-FB Ausladung 225 mm;34,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB225;MB;Alu-FB Ausladung 225 mm;36,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB225;9016;Alu-FB Ausladung 225 mm;36,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB240;R999;Alu-FB Ausladung 240 mm;59,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB240;;Alu-FB Ausladung 240 mm;33,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB240;DB;Alu-FB Ausladung 240 mm;39,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB240;EV1;Alu-FB Ausladung 240 mm;36,3;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB240;MB;Alu-FB Ausladung 240 mm;39,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB240;9016;Alu-FB Ausladung 240 mm;39,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB260;R999;Alu-FB Ausladung 260 mm;65,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB260;;Alu-FB Ausladung 260 mm;36,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB260;DB;Alu-FB Ausladung 260 mm;43,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB260;EV1;Alu-FB Ausladung 260 mm;37,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB260;MB;Alu-FB Ausladung 260 mm;43,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB260;9016;Alu-FB Ausladung 260 mm;43,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB280;R999;Alu-FB Ausladung 280 mm;69,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB280;;Alu-FB Ausladung 280 mm;40,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB280;DB;Alu-FB Ausladung 280 mm;46,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB280;EV1;Alu-FB Ausladung 280 mm;43,6;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB280;MB;Alu-FB Ausladung 280 mm;46,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB280;9016;Alu-FB Ausladung 280 mm;46,5;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB300;R999;Alu-FB Ausladung 300 mm;76,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB300;;Alu-FB Ausladung 300 mm;41,7;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB300;DB;Alu-FB Ausladung 300 mm;51;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB300;EV1;Alu-FB Ausladung 300 mm;49;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB300;MB;Alu-FB Ausladung 300 mm;51;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB300;9016;Alu-FB Ausladung 300 mm;51;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB320;R999;Alu-FB Ausladung 320 mm;89,9;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB320;;Alu-FB Ausladung 320 mm;51,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB320;DB;Alu-FB Ausladung 320 mm;60;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB320;EV1;Alu-FB Ausladung 320 mm;55,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB320;MB;Alu-FB Ausladung 320 mm;60;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB320;9016;Alu-FB Ausladung 320 mm;60;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB340;R999;Alu-FB Ausladung 340 mm;117,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB340;;Alu-FB Ausladung 340 mm;64,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB340;DB;Alu-FB Ausladung 340 mm;78,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB340;EV1;Alu-FB Ausladung 340 mm;73;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB340;MB;Alu-FB Ausladung 340 mm;78,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB340;9016;Alu-FB Ausladung 340 mm;78,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB360;R999;Alu-FB Ausladung 360 mm;129,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB360;;Alu-FB Ausladung 360 mm;72,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB360;DB;Alu-FB Ausladung 360 mm;86,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB360;EV1;Alu-FB Ausladung 360 mm;77,2;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB360;MB;Alu-FB Ausladung 360 mm;86,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB360;9016;Alu-FB Ausladung 360 mm;86,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB380;R999;Alu-FB Ausladung 380 mm;143,8;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB380;;Alu-FB Ausladung 380 mm;79;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB380;DB;Alu-FB Ausladung 380 mm;95,9;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB380;EV1;Alu-FB Ausladung 380 mm;89,1;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB380;MB;Alu-FB Ausladung 380 mm;95,9;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB380;9016;Alu-FB Ausladung 380 mm;95,9;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB400;R999;Alu-FB Ausladung 400 mm;191,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB400;;Alu-FB Ausladung 400 mm;115,4;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB400;DB;Alu-FB Ausladung 400 mm;127,6;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB400;EV1;Alu-FB Ausladung 400 mm;125,6;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB400;MB;Alu-FB Ausladung 400 mm;127,6;m;;0;0
AP;afs;Alu-Fensterb�nke;AFB400;9016;Alu-FB Ausladung 400 mm;127,6;m;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA050;R999;Aluminium - Gleitabschluss Profilbreite 50-130 mm;18,99;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA050;;Aluminium - Gleitabschluss Profilbreite 50-130 mm;18,99;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA050;DB;Aluminium - Gleitabschluss Profilbreite 50-130 mm;18,99;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA050;EV1;Aluminium - Gleitabschluss Profilbreite 50-130 mm;18,99;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA050;MB;Aluminium - Gleitabschluss Profilbreite 50-130 mm;18,99;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA050;9016;Aluminium - Gleitabschluss Profilbreite 50-130 mm;18,99;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA150;R999;Aluminium - Gleitabschluss Profilbreite 150-180 mm;20,29;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA150;;Aluminium - Gleitabschluss Profilbreite 150-180 mm;20,29;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA150;DB;Aluminium - Gleitabschluss Profilbreite 150-180 mm;20,29;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA150;EV1;Aluminium - Gleitabschluss Profilbreite 150-180 mm;20,29;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA150;MB;Aluminium - Gleitabschluss Profilbreite 150-180 mm;20,29;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA150;9016;Aluminium - Gleitabschluss Profilbreite 150-180 mm;20,29;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA195;R999;Aluminium - Gleitabschluss Profilbreite 195-240 mm;22,55;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA195;;Aluminium - Gleitabschluss Profilbreite 195-240 mm;22,55;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA195;DB;Aluminium - Gleitabschluss Profilbreite 195-240 mm;22,55;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA195;EV1;Aluminium - Gleitabschluss Profilbreite 195-240 mm;22,55;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA195;MB;Aluminium - Gleitabschluss Profilbreite 195-240 mm;22,55;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA195;9016;Aluminium - Gleitabschluss Profilbreite 195-240 mm;22,55;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA260;R999;Aluminium - Gleitabschluss Profilbreite 260-400 mm;26,47;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA260;;Aluminium - Gleitabschluss Profilbreite 260-400 mm;26,47;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA260;DB;Aluminium - Gleitabschluss Profilbreite 260-400 mm;26,47;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA260;EV1;Aluminium - Gleitabschluss Profilbreite 260-400 mm;26,47;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA260;MB;Aluminium - Gleitabschluss Profilbreite 260-400 mm;26,47;St;;0;0
AP;AGA;Aluminium FB Gleitabschluss;AGA260;9016;Aluminium - Gleitabschluss Profilbreite 260-400 mm;26,47;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST050;R999;Aluminium - Seitenteil ABS und ABP Profilbreite 50-130 mm;6,36;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST050;;Aluminium - Seitenteil ABS und ABP Profilbreite 50-130 mm;3,01;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST050;DB;Aluminium - Seitenteil ABS und ABP Profilbreite 50-130 mm;3,99;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST050;EV1;Aluminium - Seitenteil ABS und ABP Profilbreite 50-130 mm;3,34;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST050;MB;Aluminium - Seitenteil ABS und ABP Profilbreite 50-130 mm;3,99;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST050;9016;Aluminium - Seitenteil ABS und ABP Profilbreite 50-130 mm;4,24;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST150;R999;Aluminium - Seitenteil ABS und ABP Profilbreite 150-180 mm;7,74;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST150;;Aluminium - Seitenteil ABS und ABP Profilbreite 150-180 mm;3,69;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST150;DB;Aluminium - Seitenteil ABS und ABP Profilbreite 150-180 mm;4,67;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST150;EV1;Aluminium - Seitenteil ABS und ABP Profilbreite 150-180 mm;3,99;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST150;MB;Aluminium - Seitenteil ABS und ABP Profilbreite 150-180 mm;4,67;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST150;9016;Aluminium - Seitenteil ABS und ABP Profilbreite 150-180 mm;5,16;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST195;R999;Aluminium - Seitenteil ABS und ABP Profilbreite 195-260 mm;9,08;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST195;;Aluminium - Seitenteil ABS und ABP Profilbreite 195-260 mm;4,18;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST195;DB;Aluminium - Seitenteil ABS und ABP Profilbreite 195-260 mm;5,72;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST195;EV1;Aluminium - Seitenteil ABS und ABP Profilbreite 195-260 mm;4,67;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST195;MB;Aluminium - Seitenteil ABS und ABP Profilbreite 195-260 mm;5,72;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST195;9016;Aluminium - Seitenteil ABS und ABP Profilbreite 195-260 mm;6,05;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST280;R999;Aluminium - Seitenteil ABS und ABP Profilbreite 280-360 mm;10,55;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST280;;Aluminium - Seitenteil ABS und ABP Profilbreite 280-360 mm;4,74;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST280;DB;Aluminium - Seitenteil ABS und ABP Profilbreite 280-360 mm;6,34;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST280;EV1;Aluminium - Seitenteil ABS und ABP Profilbreite 280-360 mm;5,43;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST280;MB;Aluminium - Seitenteil ABS und ABP Profilbreite 280-360 mm;6,34;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST280;9016;Aluminium - Seitenteil ABS und ABP Profilbreite 280-360 mm;7,03;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST380;R999;Aluminium - Seitenteil ABS und ABP Profilbreite 380-400 mm;25,05;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST380;;Aluminium - Seitenteil ABS und ABP Profilbreite 380-400 mm;10,92;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST380;DB;Aluminium - Seitenteil ABS und ABP Profilbreite 380-400 mm;15,45;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST380;EV1;Aluminium - Seitenteil ABS und ABP Profilbreite 380-400 mm;12,19;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST380;MB;Aluminium - Seitenteil ABS und ABP Profilbreite 380-400 mm;15,45;St;;0;0
AP;ast;Aluminium FB Seitenteile;AST380;9016;Aluminium - Seitenteil ABS und ABP Profilbreite 380-400 mm;16,7;St;;0;0
AP;Bef;Befestigungsart;Duebelbohrungen;;;0;St;;0;0
AP;Brv;Rahmenverbreiterungen;SAL 406 176;WE;SL schmal Verbreiterung 60mm x 100mm;27;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;02;SL schmal Verbreiterung 60mm x 100mm;27;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;02WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;03;SL schmal Verbreiterung 60mm x 100mm;27;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;03WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;06;SL schmal Verbreiterung 60mm x 100mm;27;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;06WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;09;SL schmal Verbreiterung 60mm x 100mm;27;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;09WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;10;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;10WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;11;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;11WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;14;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;14WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;19;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;19WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;21;SL schmal Verbreiterung 60mm x 100mm;27;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;21WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;25;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;25WE;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
AP;Brv;Rahmenverbreiterungen;SAL 406 176;26;SL schmal Verbreiterung 60mm x 100mm;24,06;m;;100;100
