Höhe   ;500;550;600;650;700;750;800;850;900;950;1000;1050;1100;1150;1200;1250;1300;1350;1400;1450;1500;1550;1600;1650;1700;1750;1800;1850;1900;1950;2000
500;131.94047384;137.44792304;142.95537224;148.46282144;151.76729096;157.27474016;162.78218936;168.28963856;171.59410808;180.4060268;185.913476;191.4209252;194.72539472;200.23284392;205.74029312;209.04476264;214.55221184;220.05966104;225.56711024;228.87157976;237.68349848;243.19094768;248.69839688;252.0028664;257.5103156;263.0177648;268.525214;271.82968352;277.33713272;282.84458192;288.35203112
550;137.44792304;142.95537224;148.46282144;153.97027064;158.37623;163.8836792;169.3911284;174.8985776;179.30453696;187.01496584;192.52241504;198.02986424;202.4358236;207.9432728;213.450722;217.85668136;223.36413056;228.87157976;234.37902896;238.78498832;246.4954172;252.0028664;257.5103156;261.91627496;267.42372416;272.93117336;278.43862256;282.84458192;288.35203112;293.85948032;299.36692952
600;142.95537224;148.46282144;153.97027064;159.47771984;164.98516904;170.49261824;176.00006744;181.50751664;187.01496584;193.62390488;199.13135408;204.63880328;210.14625248;215.65370168;221.16115088;226.66860008;232.17604928;237.68349848;243.19094768;248.69839688;255.30733592;260.81478512;266.32223432;271.82968352;277.33713272;282.84458192;288.35203112;293.85948032;299.36692952;304.87437872;310.38182792
650;148.46282144;153.97027064;159.47771984;164.98516904;171.59410808;177.10155728;182.60900648;188.11645568;194.72539472;200.23284392;205.74029312;211.24774232;217.85668136;223.36413056;228.87157976;235.4805188;240.987968;246.4954172;252.0028664;258.61180544;264.11925464;269.62670384;275.13415304;281.74309208;287.25054128;292.75799048;298.26543968;304.87437872;310.38182792;315.88927712;321.39672632
700;151.76729096;158.37623;164.98516904;171.59410808;177.10155728;182.60900648;189.21794552;194.72539472;201.33433376;206.84178296;213.450722;218.9581712;225.56711024;231.07455944;236.58200864;243.19094768;248.69839688;255.30733592;260.81478512;267.42372416;272.93117336;279.5401124;285.0475616;291.65650064;297.16394984;302.67139904;309.28033808;314.78778728;321.39672632;328.00566536;334.6146044
750;157.27474016;163.8836792;170.49261824;177.10155728;182.60900648;189.21794552;195.82688456;201.33433376;207.9432728;214.55221184;220.05966104;226.66860008;232.17604928;238.78498832;245.39392736;250.90137656;257.5103156;264.11925464;269.62670384;276.23564288;281.74309208;288.35203112;294.96097016;300.46841936;307.0773584;313.68629744;319.19374664;325.80268568;331.31013488;336.81758408;342.32503328
800;162.78218936;169.3911284;176.00006744;182.60900648;189.21794552;195.82688456;201.33433376;207.9432728;214.55221184;221.16115088;227.77008992;233.27753912;239.88647816;246.4954172;253.10435624;259.71329528;266.32223432;271.82968352;278.43862256;285.0475616;291.65650064;298.26543968;303.77288888;310.38182792;316.99076696;323.599706;330.20864504;335.71609424;342.32503328;348.93397232;355.54291136
850;168.28963856;174.8985776;181.50751664;188.11645568;194.72539472;201.33433376;207.9432728;214.55221184;221.16115088;227.77008992;234.37902896;240.987968;247.59690704;254.20584608;260.81478512;267.42372416;274.0326632;280.64160224;287.25054128;293.85948032;300.46841936;307.0773584;313.68629744;320.29523648;326.90417552;333.51311456;340.1220536;346.73099264;353.33993168;359.94887072;366.55780976
900;171.59410808;179.30453696;187.01496584;194.72539472;201.33433376;207.9432728;214.55221184;221.16115088;227.77008992;235.4805188;242.08945784;248.69839688;255.30733592;261.91627496;268.525214;276.23564288;282.84458192;289.45352096;296.06246;302.67139904;309.28033808;315.88927712;323.599706;330.20864504;336.81758408;343.42652312;350.03546216;356.6444012;364.35483008;372.06525896;379.77568784
950;180.4060268;187.01496584;193.62390488;200.23284392;206.84178296;214.55221184;221.16115088;227.77008992;235.4805188;242.08945784;248.69839688;256.40882576;263.0177648;269.62670384;277.33713272;283.94607176;290.5550108;298.26543968;304.87437872;311.48331776;319.19374664;325.80268568;332.41162472;340.1220536;346.73099264;353.33993168;361.05036056;367.6592996;374.26823864;380.87717768;387.48611672
1000;183.688244;190.29718304;196.90612208;203.51506112;211.22549;217.83442904;225.54485792;232.15379696;239.86422584;246.47316488;254.18359376;260.7925328;268.50296168;275.11190072;282.8223296;289.43126864;297.14169752;303.75063656;311.46106544;318.07000448;325.78043336;332.3893724;340.09980128;346.70874032;354.4191692;362.12959808;368.73853712;376.448966;383.05790504;389.66684408;396.27578312
1050;189.1956932;195.80463224;202.41357128;209.02251032;216.7329392;224.44336808;231.05230712;238.762736;246.47316488;254.18359376;260.7925328;268.50296168;276.21339056;282.8223296;290.53275848;298.24318736;304.8521264;312.56255528;320.27298416;327.98341304;334.59235208;342.30278096;350.01320984;356.62214888;364.33257776;372.04300664;378.65194568;386.36237456;394.07280344;401.78323232;409.4936612
1100;192.50016272;200.2105916;207.92102048;215.63144936;223.34187824;229.95081728;237.66124616;245.37167504;253.08210392;260.7925328;268.50296168;276.21339056;283.92381944;290.53275848;298.24318736;305.95361624;313.66404512;321.374474;329.08490288;336.79533176;344.50576064;351.11469968;358.82512856;366.53555744;374.24598632;381.9564152;389.66684408;397.37727296;405.08770184;412.79813072;420.5085596
