Höhe   ;1200;1300;1400;1500;1600;1700;1800;1900;2000
1900;333,06;345,54;358,80;371,28;383,76;403,26;414,96;426,66;426,66
2000;347,10;359,58;372,84;386,10;398,58;418,08;431,34;443,82;443,82
2100;358,80;371,28;386,88;399,36;412,62;432,90;445,38;459,42;459,42
2200;373,62;387,66;403,26;416,52;429,00;450,06;463,32;477,36;477,36
2300;386,10;399,36;415,74;429,00;443,82;464,10;478,14;492,18;492,18
2400;386,10;399,36;415,74;429,00;443,82;464,10;478,14;492,18;492,18
