Höhe   ;500;550;600;650;700;750;800;850;900;950;1000;1050;1100;1150;2000
500;221.8900149872;232.0016917184;242.1133684496;249.9780059072;256.719123728;264.5837611856;272.4483986432;279.189516464;290.424712832;297.1658306528;305.0304681104;317.3891841152;325.2538215728;334.2419786672;343.2301357616
550;232.0016917184;240.9898488128;249.9780059072;257.8426433648;265.7072808224;273.57191828;281.4365557376;289.3011931952;299.4128699264;307.277507384;315.1421448416;327.5008608464;335.365498304;344.3536553984;353.3418124928
600;242.1133684496;249.9780059072;257.8426433648;265.7072808224;274.6954379168;282.5600753744;290.424712832;299.4128699264;308.4010270208;317.3891841152;325.2538215728;337.6125375776;345.4771750352;354.4653321296;363.453489224
650;249.9780059072;257.8426433648;265.7072808224;273.57191828;282.5600753744;291.5482324688;299.4128699264;308.4010270208;318.512703752;326.3773412096;335.365498304;347.7242143088;355.5888517664;365.7005284976;375.8122052288
700;257.8426433648;265.7072808224;273.57191828;282.5600753744;291.5482324688;299.4128699264;308.4010270208;316.2656644784;327.5008608464;335.365498304;344.3536553984;356.7123714032;365.7005284976;374.688685592;383.6768426864
750;265.7072808224;273.57191828;281.4365557376;290.424712832;299.4128699264;308.4010270208;317.3891841152;326.3773412096;336.4890179408;345.4771750352;353.3418124928;366.8240481344;375.8122052288;385.92388196;396.0355586912
800;272.4483986432;281.4365557376;290.424712832;299.4128699264;308.4010270208;317.3891841152;326.3773412096;335.365498304;345.4771750352;354.4653321296;363.453489224;376.9357248656;385.92388196;396.0355586912;406.1472354224
850;280.3130361008;289.3011931952;298.2893502896;307.277507384;316.2656644784;326.3773412096;335.365498304;344.3536553984;355.5888517664;364.5770088608;373.5651659552;387.0474015968;396.0355586912;406.1472354224;416.2589121536
900;290.424712832;299.4128699264;308.4010270208;318.512703752;327.5008608464;337.6125375776;346.600694672;355.5888517664;366.8240481344;375.8122052288;385.92388196;399.4061176016;408.394274696;419.629471064;430.864667432
950;297.1658306528;307.277507384;317.3891841152;326.3773412096;336.4890179408;345.4771750352;355.5888517664;364.5770088608;375.8122052288;385.92388196;394.9120390544;409.5177943328;418.5059514272;429.7411477952;440.9763441632
1000;305.0304681104;315.1421448416;325.2538215728;335.365498304;345.4771750352;354.4653321296;364.5770088608;374.688685592;385.92388196;394.9120390544;405.0237157856;418.5059514272;428.6176281584;439.8528245264;451.0880208944
1050;312.895105568;323.0067822992;333.1184590304;343.2301357616;353.3418124928;363.453489224;373.5651659552;383.6768426864;394.9120390544;405.0237157856;415.1353925168;428.6176281584;438.7293048896;449.9645012576;461.1996976256
1100;320.7597430256;330.8714197568;340.983096488;351.0947732192;362.3299695872;372.4416463184;382.5533230496;392.6649997808;403.9001961488;414.01187288;424.1235496112;438.7293048896;448.8409816208;460.0761779888;471.3113743568
1150;330.8714197568;342.1066161248;353.3418124928;363.453489224;373.5651659552;383.6768426864;394.9120390544;405.0237157856;417.3824317904;427.4941085216;437.6057852528;452.2115405312;462.3232172624;473.5584136304;484.7936099984
1200;338.7360572144;349.9712535824;361.2064499504;371.3181266816;382.5533230496;392.6649997808;403.9001961488;414.01187288;426.3705888848;436.482265616;447.717461984;462.3232172624;472.4348939936;484.7936099984;497.1523260032
1250;348.8477339456;358.9594106768;369.071087408;380.306283776;390.4179605072;401.6531568752;412.8883532432;423.0000299744;435.3587459792;446.5939423472;456.7056190784;472.4348939936;482.5465707248;494.9052867296;507.2640027344
1300;356.7123714032;366.8240481344;376.9357248656;388.1709212336;399.4061176016;410.6413139696;420.7529907008;431.9881870688;445.4704227104;455.5820994416;466.8172958096;481.423051088;492.658247456;505.0169634608;517.3756794656
1350;363.453489224;374.688685592;385.92388196;396.0355586912;408.394274696;419.629471064;429.7411477952;440.9763441632;454.4585798048;465.6937761728;476.9289725408;491.5347278192;502.7699241872;515.128640192;527.4873561968
1400;371.411753318;382.54292009;393.674086862;405.9183703112;417.0495370832;428.1807038552;439.3118706272;450.4430373992;463.8004375256;474.9316042976;486.0627710696;501.6464045504;512.7775713224;525.0218547716;537.2661382208
1450;378.0904533812;390.3347368304;402.5790202796;413.7101870516;424.8413538236;437.0856372728;448.2168040448;459.3479708168;472.7053709432;483.8365377152;496.0808211644;511.6644546452;522.7956214172;535.0399048664;547.2841883156
1500;389.2216201532;400.3527869252;411.4839536972;423.7282371464;434.8594039184;447.1036873676;458.2348541396;470.4791375888;483.8365377152;494.9677044872;506.0988712592;522.7956214172;533.9267881892;547.2841883156;560.641588442
1550;397.0134368936;408.1446036656;419.2757704376;431.5200538868;443.764337336;454.895504108;467.1397875572;479.3840710064;492.7414711328;503.8726379048;516.116921354;531.7005548348;543.944838284;557.3022384104;570.6596385368
1600;401.216232572;413.3460834656;425.4759343592;436.5030715352;448.6329224288;460.7627733224;472.892624216;485.0224751096;498.2550397208;510.3848906144;522.514741508;537.9527335544;550.082584448;563.3151490592;576.5477136704
1650;408.9352285952;421.0650794888;433.1949303824;445.324781276;457.4546321696;469.5844830632;481.7143339568;493.8441848504;507.0767494616;519.2066003552;531.3364512488;547.8771570128;560.0070079064;573.2395725176;586.4721371288
1700;416.6542246184;428.784075512;440.9139264056;453.0437772992;466.2763419104;478.406192804;490.5360436976;502.6658945912;517.00117292;529.1310238136;541.2608747072;557.8015804712;569.9314313648;583.163995976;596.3965605872
1750;424.3732206416;436.5030715352;448.6329224288;461.86548704;473.9953379336;487.2279025448;499.3577534384;511.487604332;525.8228826608;537.9527335544;551.1852981656;567.7260039296;579.8558548232;594.191133152;608.5264114808
1800;432.0922166648;444.2220675584;456.351918452;469.5844830632;482.8170476744;494.946898568;508.1794631792;520.3093140728;534.6445924016;547.8771570128;560.0070079064;577.650427388;589.7802782816;604.1155566104;618.4508349392
1850;438.7084989704;451.9410635816;465.1736281928;477.3034790864;490.5360436976;503.7686083088;517.00117292;529.1310238136;544.56901586;556.6988667536;569.9314313648;586.4721371288;599.70470174;614.0399800688;628.3752583976
1900;453.0437772992;465.1736281928;477.3034790864;490.5360436976;503.7686083088;517.00117292;530.2337375312;543.4663021424;557.8015804712;571.0341450824;584.2667096936;601.9101291752;615.1426937864;629.4779721152;643.813250444
1950;459.6600596048;472.892624216;486.1251888272;499.3577534384;512.5903180496;525.8228826608;539.055447272;552.2880118832;567.7260039296;580.9585685408;594.191133152;611.8345526336;625.0671172448;639.4023955736;653.7376739024
2000;467.379055628;480.6116202392;493.8441848504;507.0767494616;521.4120277904;534.6445924016;547.8771570128;561.109721624;576.5477136704;589.7802782816;603.0128428928;620.6562623744;634.9915407032;649.326819032;663.6620973608
2050;477.3034790864;491.6387574152;505.974035744;519.2066003552;533.541878684;546.7744432952;561.109721624;574.3422862352;589.7802782816;603.0128428928;617.3481212216;634.9915407032;648.2241053144;663.6620973608;679.1000894072
2100;485.0224751096;499.3577534384;513.6930317672;528.028310096;541.2608747072;555.596153036;569.9314313648;583.163995976;598.6019880224;612.9372663512;627.27254468;644.9159641616;658.1485287728;673.5865208192;689.0245128656
2150;492.710262254;505.8804091076;519.0505559612;533.3182150526;547.585874144;561.8535332354;576.1211923268;589.2913391804;605.7540227474;618.924169601;633.1918286924;651.849536735;665.0196835886;680.3848549178;695.750026247
2200;499.2953356808;513.5629947722;527.8306538636;541.0008007172;556.3659720464;570.6336311378;584.9012902292;598.0714370828;614.5341206498;628.8017797412;643.0694388326;660.6296346374;674.8972937288;690.262465058;705.6276363872
2250;506.9779213454;521.2455804368;535.5132395282;549.7808986196;564.048557711;578.3162168024;592.5838758938;607.949047223;623.3142185522;637.5818776436;651.849536735;670.5072447776;684.774903869;701.237587436;717.700271003
2300;514.66050701;528.9281661014;543.1958251928;558.560996522;571.7311433756;585.998802467;600.2664615584;617.8266573632;632.0943164546;646.361975546;660.6296346374;680.3848549178;694.6525140092;712.212709814;729.7729056188
