Höhe   ;800;850;900;950;1000;1050;1100;1150;1200;1250;1300;1350;1400;1450;1500;1550;1600;1650;1700;1750;1800;1850;1900;1950;2000
500;367.9223360613;379.1800028221;390.4376695828;398.3180363153;406.1984030478;412.9530031043;420.8333698368;428.7137365693;436.5941033018;444.4744700343;451.2290700908;460.2352034994;468.1155702319;475.9959369644;483.8763036969;490.6309037534;498.5112704859;506.3916372184;514.2720039509;524.4039040356;532.2842707681;539.0388708245;546.919237557;554.7996042896;562.6799710221
550;381.4315361742;392.689202935;403.9468696957;411.8272364282;419.7076031607;427.5879698932;435.4683366258;443.3487033583;451.2290700908;459.1094368233;466.9898035558;475.9959369644;483.8763036969;491.7566704294;499.637037162;507.5174038945;515.397770627;523.2781373595;531.158504092;541.2904041767;549.1707709092;557.0511376417;564.9315043742;572.8118711067;580.6922378393
600;394.9407362871;406.1984030478;417.4560698086;425.3364365411;433.2168032736;442.2229366822;450.1033034147;457.9836701472;465.8640368797;473.7444036123;482.7505370209;491.7566704294;499.637037162;507.5174038945;515.397770627;524.4039040356;532.2842707681;540.1646375006;548.0450042331;558.1769043178;566.0572710503;575.0634044589;582.9437711914;590.8241379239;598.7045046564
650;411.8272364282;424.210669865;436.5941033018;444.4744700343;453.4806034429;461.3609701755;469.241336908;478.2474703166;486.1278370491;495.1339704577;503.0143371902;512.0204705988;519.9008373313;528.9069707399;536.7873374724;545.793470881;553.6738376135;562.6799710221;570.5603377546;580.6922378393;588.5726045718;597.5787379804;605.4591047129;614.4652381215;623.4713715301
700;425.3364365411;437.7198699779;450.1033034147;457.9836701472;466.9898035558;475.9959369644;483.8763036969;492.8824371055;500.762803838;509.7689372466;518.7750706552;526.6554373877;535.6615707963;544.6677042049;552.5480709374;561.554204346;569.4345710785;578.4407044871;587.4468378957;597.5787379804;605.4591047129;614.4652381215;623.4713715301;631.3517382626;639.2321049951
750;438.845636654;451.2290700908;463.6125035276;472.6186369362;481.6247703448;489.5051370773;498.5112704859;507.5174038945;516.5235373031;524.4039040356;533.4100374442;542.4161708528;551.4223042613;560.4284376699;569.4345710785;577.314937811;586.3210712196;595.3272046282;604.3333380368;614.4652381215;623.4713715301;632.4775049386;640.3578716712;649.3640050797;658.3701384883
800;452.3548367669;464.7382702037;477.1217036405;486.1278370491;495.1339704577;504.1401038663;513.1462372748;522.1523706834;531.158504092;540.1646375006;549.1707709092;558.1769043178;567.1830377264;576.189171135;585.1953045435;594.2014379521;603.2075713607;612.2137047693;621.2198381779;631.3517382626;640.3578716712;649.3640050797;658.3701384883;667.3762718969;676.3824053055
850;465.8640368797;478.2474703166;490.6309037534;500.762803838;509.7689372466;518.7750706552;527.7812040638;536.7873374724;545.793470881;554.7996042896;563.8057376982;573.9376377828;582.9437711914;591.9499046;600.9560380086;609.9621714172;620.0940715018;629.1002049104;638.106338319;648.2382384037;658.3701384883;667.3762718969;676.3824053055;685.3885387141;694.3946721227
900;482.7505370209;495.1339704577;507.5174038945;517.6493039791;526.6554373877;535.6615707963;545.793470881;554.7996042896;563.8057376982;573.9376377828;582.9437711914;591.9499046;602.0818046847;611.0879380932;620.0940715018;630.2259715865;639.2321049951;648.2382384037;658.3701384883;668.502038573;678.6339386577;687.6400720662;696.6462054748;706.7781055595;716.9100056442
950;495.1339704577;508.6431705705;522.1523706834;531.158504092;541.2904041767;550.2965375853;560.4284376699;569.4345710785;579.5664711632;588.5726045718;597.5787379804;607.710638065;617.8425381497;626.8486715583;636.9805716429;645.9867050515;656.1186051362;665.1247385448;675.2566386294;686.5143053902;695.5204387988;705.6523388834;714.658472292;724.7903723767;734.9222724613
1000;506.3072047177;519.74885883;533.1905129423;542.1516156839;552.2328562681;562.3140968524;571.2751995939;581.3564401781;591.4376807624;600.3987835039;610.4800240882;620.5612646724;630.6425052566;639.6036079982;649.6848485824;659.7660891667;668.7271919082;678.8084324924;688.8896730767;700.0910515036;710.1722920879;719.1333948294;729.2146354136;739.2958759979;749.3771165821
1050;519.74885883;533.1905129423;546.6321670546;556.7134076389;566.7946482231;576.8758888074;585.8369915489;595.9182321332;605.9994727174;616.0807133016;626.1619538859;636.2431944701;646.3244350543;655.2855377959;665.3667783801;675.4480189644;685.5292595486;695.6105001328;705.6917407171;716.893119144;726.9743597283;737.0556003125;747.1368408967;756.0979436383;765.0590463798
1100;531.7078782299;545.1090047419;558.5101312539;568.5609761379;578.6118210219;588.6626659059;598.7135107898;608.7643556738;618.8152005578;628.8660454418;638.9168903258;650.0844957524;660.1353406364;670.1861855204;680.2370304044;690.2878752884;700.3387201724;710.3895650563;722.4938083575;733.6951867844;743.7764273687;753.8576679529;763.9389085371;774.0201491214;784.1013897056
1150;547.3425258273;560.7436523392;574.1447788512;584.1956237352;595.3632291618;605.4140740458;615.4649189298;625.5157638138;635.5666086978;646.7342141244;656.7850590084;666.8359038924;676.8867487764;688.054354203;698.105199087;708.156043971;718.206888855;728.257733739;741.5361516833;752.7375301102;763.9389085371;774.0201491214;784.1013897056;794.1826302899;804.2638708741
1200;560.7436523392;574.1447788512;587.5459053632;598.7135107898;608.7643556738;618.8152005578;629.9828059845;640.0336508684;651.2012562951;661.2521011791;671.3029460631;682.4705514897;692.5213963737;703.6890018004;713.7398466843;723.7906915683;734.958296995;745.009141879;758.3382193237;770.6597355933;780.7409761775;790.8222167618;802.0235951887;812.1048357729;822.1860763572
1250;573.0280183085;587.5459053632;602.0637924178;612.1146373018;623.2822427285;633.3330876125;644.5006930391;654.5515379231;665.7191433497;675.7699882337;686.9375936604;698.105199087;708.156043971;719.3236493977;729.3744942816;740.5420997083;751.7097051349;761.7605500189;775.1402869641;787.4618032337;797.5430438179;808.7444222449;818.8256628291;830.027041256;841.228419683
1300;587.5459053632;602.0637924178;616.5816794725;627.7492848991;638.9168903258;648.9677352098;660.1353406364;671.3029460631;681.3537909471;692.5213963737;703.6890018004;714.856607227;726.0242126537;736.0750575376;747.2426629643;758.4102683909;769.5778738176;779.6287187016;790.7963241282;803.0806900975;814.2482955242;825.4159009508;836.5835063775;846.6343512615;856.6851961455
1350;600.9470318752;615.4649189298;629.9828059845;641.1504114111;652.3180168378;663.4856222644;674.6532276911;685.8208331177;696.9884385444;708.156043971;719.3236493977;730.4912548243;741.658860251;752.8264656776;762.8773105616;774.0449159882;785.2125214149;796.3801268415;807.5477322682;820.9488587802;830.9997036642;842.1673090908;853.3349145175;864.5025199441;875.6701253708
1400;616.1422135182;630.5928881328;645.0435627473;656.159466297;667.2753698467;678.3912733964;689.507176946;701.7346708507;712.8505744004;723.96647795;735.0823814997;746.1982850494;757.3141885991;768.4300921487;779.5459956984;791.7734896031;802.8893931527;814.0052967024;825.1212002521;837.3486941567;849.5761880614;860.692091611;871.8079951607;882.9238987104;894.0398022601
1450;628.2957508065;642.7172909964;657.1388311864;669.3416728856;680.4351653394;691.5286577932;702.622150247;714.8249919462;725.9184844;737.0119768538;748.1054693076;760.3083110068;771.4018034606;783.6046451598;794.6981376136;805.7916300674;816.8851225212;829.0879642204;841.7950555766;855.1341398362;866.2500433859;877.3659469356;888.4818504852;900.7093443899;912.9368382945
1500;644.9359894872;659.3575296771;673.7790698671;685.9819115663;697.0754040201;709.2782457193;720.3717381731;732.5745798723;743.6680723261;755.8709140253;766.9644064791;779.1672481783;790.2607406321;802.4635823313;813.5570747851;824.6505672389;836.8534089381;847.9469013919;861.803681966;875.1427662256;886.2586697753;898.4861636799;909.6020672296;921.8295611343;934.0570550389
1550;657.1388311864;672.6697206217;688.200610057;699.2941025109;711.49694421;723.6997859092;734.793278363;746.9961200622;758.089612516;770.2924542152;782.4952959144;793.5887883682;805.7916300674;817.9944717666;829.0879642204;841.2908059196;853.4936476188;864.5871400726;878.4775372905;891.8166215501;904.0441154548;915.1600190044;927.3875129091;938.5034164588;949.6193200084
1600;671.5603713763;687.0912608117;702.622150247;714.8249919462;725.9184844;738.1213260992;750.3241677984;762.5270094976;774.7298511967;785.8233436506;798.0261853497;810.2290270489;822.4318687481;834.6347104473;846.8375521465;857.9310446003;870.1338862995;882.3367279987;896.26298297;909.6020672296;921.8295611343;934.0570550389;946.2845489435;957.4004524932;968.5163560429
1650;684.8725623209;700.4034517562;715.9343411916;728.1371828908;740.3400245899;752.5428662891;764.7457079883;776.9485496875;789.1513913867;801.3542330859;813.5570747851;825.7599164843;837.9627581835;850.1655998826;862.3684415818;874.571283281;886.7741249802;898.9769666794;911.1798083786;924.4919993232;936.6948410224;948.8976827215;961.1005244207;973.3033661199;985.5062078191
1700;698.1847532655;713.7156427008;729.2465321361;741.4493738353;754.7615647799;766.9644064791;779.1672481783;791.3700898775;803.5729315767;815.7757732758;827.978614975;841.2908059196;853.4936476188;865.696489318;877.8993310172;890.1021727164;903.4143636609;915.6172053601;927.8200470593;942.2415872493;954.4444289484;966.6472706476;978.8501123468;991.052954046;1003.2557957452
1750;711.49694421;727.0278336454;742.5587230807;755.8709140253;768.0737557245;780.2765974237;793.5887883682;805.7916300674;817.9944717666;831.3066627112;843.5095044104;856.8216953549;869.0245370541;881.2273787533;894.5395696979;906.7424113971;918.9452530963;932.2574440408;944.46028574;958.88182593;971.0846676292;984.3968585737;996.5997002729;1008.8025419721;1021.0053836713
