1800;723.6997859092;740.3400245899;756.9802632707;769.1831049698;782.4952959144;794.6981376136;808.0103285582;820.2131702574;833.5253612019;845.7282029011;859.0403938457;871.2432355449;884.5554264895;896.7582681886;910.0704591332;922.2733008324;935.585491777;947.7883334762;961.1005244207;975.5220646107;988.8342555553;1001.0370972545;1014.349288199;1026.5521298982;1038.7549715974
1850;737.0119768538;753.6522155345;770.2924542152;782.4952959144;795.807486859;809.1196778036;822.4318687481;834.6347104473;847.9469013919;861.2590923365;873.4619340356;886.7741249802;900.0863159248;913.3985068694;925.6013485685;938.9135395131;952.2257304577;964.4285721569;977.7407631014;992.1623032914;1005.474494236;1018.7866851805;1030.9895268797;1044.3017178243;1057.6139087689
1900;751.4335170438;768.0737557245;784.7139944052;798.0261853497;811.3383762943;823.5412179935;836.8534089381;850.1655998826;863.4777908272;876.7899817718;890.1021727164;903.4143636609;916.7265546055;930.0387455501;943.3509364946;955.5537781938;968.8659691384;982.178160083;995.4903510275;1009.9118912175;1023.2240821621;1036.5362731066;1049.8484640512;1063.1606549958;1076.4728459404
1950;764.7457079883;781.385946669;798.0261853497;811.3383762943;824.6505672389;837.9627581835;851.274949128;864.5871400726;877.8993310172;891.2115219617;904.5237129063;918.9452530963;932.2574440408;945.5696349854;958.88182593;972.1940168745;985.5062078191;998.8183987637;1012.1305897083;1027.6614791436;1040.9736700882;1054.2858610327;1067.5980519773;1080.9102429219;1094.2224338664
2000;778.0578989329;794.6981376136;811.3383762943;824.6505672389;839.0721074288;852.3842983734;865.696489318;879.0086802626;893.4302204525;906.7424113971;920.0546023416;934.4761425316;947.7883334762;961.1005244207;974.4127153653;987.7249063099;1002.1464464998;1015.4586374444;1028.770828389;1044.3017178243;1057.6139087689;1070.9260997134;1085.3476399034;1098.659830848;1111.9720217925
2050;795.807486859;812.4477255397;829.0879642204;843.5095044104;856.8216953549;870.1338862995;884.5554264895;897.867617434;912.289157624;925.6013485685;938.9135395131;953.3350797031;966.6472706476;981.0688108376;994.3810017822;1008.8025419721;1022.1147329167;1035.4269238613;1049.8484640512;1065.3793534865;1078.6915444311;1093.1130846211;1106.4252755656;1119.7374665102;1133.0496574548
2100;809.1196778036;825.7599164843;842.400155165;856.8216953549;870.1338862995;884.5554264895;898.9769666794;912.289157624;926.7106978139;940.0228887585;954.4444289484;968.8659691384;982.178160083;996.5997002729;1011.0212404629;1024.3334314075;1038.7549715974;1052.067162542;1066.4887027319;1082.0195921673;1096.4411323572;1109.7533233018;1124.1748634917;1137.4870544363;1150.7992453809
2150;821.3225195027;839.0721074288;856.8216953549;870.1338862995;884.5554264895;898.9769666794;913.3985068694;926.7106978139;941.1322380039;955.5537781938;969.9753183838;984.3968585737;997.7090495183;1012.1305897083;1026.5521298982;1040.9736700882;1054.2858610327;1068.7074012227;1083.1289414126;1098.659830848;1113.0813710379;1127.5029112279;1140.8151021724;1155.2366423624;1169.6581825523
2200;834.6347104473;852.3842983734;870.1338862995;884.5554264895;898.9769666794;913.3985068694;926.7106978139;941.1322380039;955.5537781938;969.9753183838;984.3968585737;998.8183987637;1013.2399389536;1027.6614791436;1042.0830193335;1056.5045595235;1070.9260997134;1085.3476399034;1099.7691800933;1115.3000695287;1129.7216097186;1144.1431499086;1158.5646900985;1172.9862302885;1187.4077704784
2250;847.9469013919;865.696489318;883.4460772441;897.867617434;912.289157624;926.7106978139;941.1322380039;955.5537781938;971.0846676292;985.5062078191;999.9277480091;1014.349288199;1028.770828389;1043.1923685789;1057.6139087689;1073.1447982042;1087.5663383942;1101.9878785841;1116.4094187741;1133.0496574548;1147.4711976447;1161.8927378347;1176.3142780246;1190.7358182146;1205.1573584045
2300;861.2590923365;879.0086802626;896.7582681886;911.1798083786;925.6013485685;940.0228887585;955.5537781938;969.9753183838;986.6155570645;1001.0370972545;1015.4586374444;1029.8801776344;1044.3017178243;1058.7232580143;1073.1447982042;1089.7850368849;1104.2065770749;1118.6281172648;1133.0496574548;1150.7992453809;1165.2207855708;1179.6423257608;1194.0638659507;1208.4854061407;1222.9069463306
