Höhe   ;700;800;900;1000
2400;301,86;333,84;351,78;351,78
2500;309,66;341,64;359,58;359,58
2600;316,68;349,44;367,38;367,38
2700;323,70;356,46;375,96;375,96
2800;343,20;379,08;397,80;397,80
2900;343,20;379,08;397,80;397,80
