Höhe   ;500;550;600;650;700;750;800;850;900;950;1000;1050;1100;1150;1200;1250;1300;1350;1400;1450;1500;1550;1600;1650;1700;1750;1800;1850;1900;1950;2000
500;85.807456;89.9473288;94.0872016;98.2270744;102.3669472;104.4368836;108.5767564;112.7166292;116.856502;120.9963748;125.1362476;127.206184;131.3460568;135.4859296;139.6258024;143.7656752;147.905548;150.62603584;152.67625856;156.776704;160.87714944;164.97759488;169.07804032;173.17848576;178.30404256;182.404488;186.50493344;190.60537888;194.70582432;198.80626976;202.9067152
550;89.9473288;94.0872016;98.2270744;102.3669472;106.50682;109.6117246;113.7515974;117.8914702;122.031343;126.1712158;130.3110886;133.4159932;137.555866;141.6957388;145.8356116;149.9754844;154.1153572;156.776704;159.85203808;163.95248352;168.05292896;172.1533744;176.25381984;180.35426528;185.47982208;189.58026752;193.68071296;197.7811584;201.88160384;205.98204928;210.08249472
600;94.0872016;98.2270744;102.3669472;106.50682;110.6466928;114.7865656;118.9264384;123.0663112;127.206184;131.3460568;135.4859296;139.6258024;143.7656752;147.905548;152.0454208;156.1852936;160.3251664;162.92737216;167.0278176;171.12826304;175.22870848;179.32915392;183.42959936;187.5300448;192.6556016;196.75604704;200.85649248;204.95693792;209.05738336;213.1578288;217.25827424
650;98.2270744;102.3669472;106.50682;110.6466928;114.7865656;119.9614066;124.1012794;128.2411522;132.381025;136.5208978;140.6607706;145.8356116;149.9754844;154.1153572;158.25523;162.3951028;166.01;169.07804032;174.20359712;178.30404256;182.404488;186.50493344;190.60537888;194.70582432;199.83138112;203.93182656;208.032272;212.13271744;216.23316288;220.33360832;224.43405376
700;101.42069056;105.521136;109.62158144;113.72202688;118.84758368;122.94802912;127.04847456;132.17403136;136.2744768;140.37492224;144.47536768;149.60092448;153.70136992;157.80181536;162.92737216;167.0278176;171.12826304;176.25381984;180.35426528;184.45471072;188.55515616;193.68071296;197.7811584;201.88160384;207.00716064;211.10760608;215.20805152;219.30849696;224.43405376;229.55961056;234.68516736
750;103.47091328;108.59647008;113.72202688;118.84758368;122.94802912;127.04847456;132.17403136;136.2744768;141.4000336;145.50047904;150.62603584;154.72648128;158.82692672;163.95248352;168.05292896;173.17848576;177.2789312;180.679541;184.74055908;188.80157716;193.87784976;197.93886784;203.01514044;207.07615852;212.15243112;216.2134492;220.27446728;225.35073988;229.41175796;233.47277604;237.53379412
800;107.57135872;112.69691552;117.82247232;122.94802912;127.04847456;132.17403136;136.2744768;141.4000336;146.5255904;150.62603584;155.75159264;159.85203808;164.97759488;169.07804032;174.20359712;179.32915392;183.42959936;186.77106812;190.8320862;195.9083588;199.96937688;205.04564948;209.10666756;214.18294016;219.25921276;223.32023084;228.39650344;232.45752152;237.53379412;242.61006672;247.68633932
850;111.67180416;116.79736096;121.92291776;127.04847456;132.17403136;136.2744768;141.4000336;146.5255904;150.62603584;155.75159264;160.87714944;166.00270624;170.10315168;175.22870848;180.35426528;184.45471072;189.01;192.86259524;196.92361332;201.99988592;207.07615852;212.15243112;216.2134492;221.2897218;226.3659944;230.42701248;235.50328508;240.57955768;244.64057576;248.70159384;252.76261192
900;115.7722496;120.8978064;126.0233632;131.14892;136.2744768;141.4000336;146.5255904;150.62603584;155.75159264;160.87714944;166.00270624;171.12826304;176.25381984;180.35426528;185.47982208;190.60537888;195.73093568;198.95412236;204.03039496;208.09141304;213.16768564;218.24395824;223.32023084;228.39650344;233.47277604;237.53379412;242.61006672;247.68633932;252.76261192;257.83888452;262.91515712
